Country,Popularity,Title,Artist,Release_date,danceability,energy,tempo,release_date
Finland,4,euphoria,BTS,2018-08-24,0.637,0.799,104.995,2018-08-24
Indonesia,4532.750000000001,euphoria,BTS,2018-08-24,0.637,0.799,104.995,2018-08-24
Malaysia,6031.050000000001,euphoria,BTS,2018-08-24,0.637,0.799,104.995,2018-08-24
New Zealand,21.6,euphoria,BTS,2018-08-24,0.637,0.799,104.995,2018-08-24
Peru,141.60000000000005,euphoria,BTS,2018-08-24,0.637,0.799,104.995,2018-08-24
Philippines,1978.25,euphoria,BTS,2018-08-24,0.637,0.799,104.995,2018-08-24
Poland,124.65,euphoria,BTS,2018-08-24,0.637,0.799,104.995,2018-08-24
Portugal,116.75,euphoria,BTS,2018-08-24,0.637,0.799,104.995,2018-08-24
Singapore,6625.4,euphoria,BTS,2018-08-24,0.637,0.799,104.995,2018-08-24
Turkey,101.3,euphoria,BTS,2018-08-24,0.637,0.799,104.995,2018-08-24
Taiwan,5541.4,euphoria,BTS,2018-08-24,0.637,0.799,104.995,2018-08-24
Global,17485.799999999996,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
USA,12708.7,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
UK,11126.1,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Argentina,8640.100000000002,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Austria,10027.55,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Australia,11907,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Belgium,12053,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Brazil,8557.75,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Canada,12462.6,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Switzerland,10232.4,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Chile,7581.199999999998,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Colombia,10713,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Costa Rica,9455.3,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Germany,8369.449999999999,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Denmark,9786.249999999998,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Ecuador,11005.55,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Spain,5146.2,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Finland,9011.349999999997,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
France,7582.500000000005,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Indonesia,33368.2,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Ireland,11426,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Italy,7739.250000000003,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Mexico,10698.9,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Malaysia,30291,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Netherlands,11398.2,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Norway,11153,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
New Zealand,12628.9,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Peru,13312.099999999995,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Philippines,32977.499999999985,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Poland,7599.949999999998,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Portugal,11501,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Sweden,7835.449999999998,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Singapore,31684.699999999993,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Turkey,4176.200000000002,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Taiwan,18775.799999999992,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28
Global,1654.35,black swan,BTS,2020-02-21,0.7190000000000001,0.758,147.023,2020-02-21
USA,609.5999999999998,black swan,BTS,2020-02-21,0.7190000000000001,0.758,147.023,2020-02-21
UK,20.8,black swan,BTS,2020-02-21,0.7190000000000001,0.758,147.023,2020-02-21
Argentina,88.80000000000004,black swan,BTS,2020-02-21,0.7190000000000001,0.758,147.023,2020-02-21
Austria,20.8,black swan,BTS,2020-02-21,0.7190000000000001,0.758,147.023,2020-02-21
Australia,19.2,black swan,BTS,2020-02-21,0.7190000000000001,0.758,147.023,2020-02-21
Brazil,12,black swan,BTS,2020-02-21,0.7190000000000001,0.758,147.023,2020-02-21
Canada,333.6,black swan,BTS,2020-02-21,0.7190000000000001,0.758,147.023,2020-02-21
Chile,139.20000000000002,black swan,BTS,2020-02-21,0.7190000000000001,0.758,147.023,2020-02-21
Colombia,188.8,black swan,BTS,2020-02-21,0.7190000000000001,0.758,147.023,2020-02-21
Costa Rica,135.20000000000002,black swan,BTS,2020-02-21,0.7190000000000001,0.758,147.023,2020-02-21
Ecuador,8.8,black swan,BTS,2020-02-21,0.7190000000000001,0.758,147.023,2020-02-21
Finland,142.4,black swan,BTS,2020-02-21,0.7190000000000001,0.758,147.023,2020-02-21
Indonesia,8935.949999999999,black swan,BTS,2020-02-21,0.7190000000000001,0.758,147.023,2020-02-21
Mexico,8,black swan,BTS,2020-02-21,0.7190000000000001,0.758,147.023,2020-02-21
Malaysia,19559.1,black swan,BTS,2020-02-21,0.7190000000000001,0.758,147.023,2020-02-21
Peru,676.6,black swan,BTS,2020-02-21,0.7190000000000001,0.758,147.023,2020-02-21
Philippines,3080.55,black swan,BTS,2020-02-21,0.7190000000000001,0.758,147.023,2020-02-21
Poland,195.2,black swan,BTS,2020-02-21,0.7190000000000001,0.758,147.023,2020-02-21
Portugal,91.20000000000002,black swan,BTS,2020-02-21,0.7190000000000001,0.758,147.023,2020-02-21
Singapore,10085.650000000003,black swan,BTS,2020-02-21,0.7190000000000001,0.758,147.023,2020-02-21
Taiwan,6200.700000000003,black swan,BTS,2020-02-21,0.7190000000000001,0.758,147.023,2020-02-21
Global,572.65,friends,BTS,2020-02-21,0.55,0.747,79.98,2020-02-21
USA,339.65,friends,BTS,2020-02-21,0.55,0.747,79.98,2020-02-21
Canada,174.4,friends,BTS,2020-02-21,0.55,0.747,79.98,2020-02-21
Finland,81.60000000000002,friends,BTS,2020-02-21,0.55,0.747,79.98,2020-02-21
Indonesia,1566.9500000000005,friends,BTS,2020-02-21,0.55,0.747,79.98,2020-02-21
Malaysia,3940.15,friends,BTS,2020-02-21,0.55,0.747,79.98,2020-02-21
Peru,153.60000000000005,friends,BTS,2020-02-21,0.55,0.747,79.98,2020-02-21
Philippines,1080.9,friends,BTS,2020-02-21,0.55,0.747,79.98,2020-02-21
Poland,117.6,friends,BTS,2020-02-21,0.55,0.747,79.98,2020-02-21
Singapore,2451.5,friends,BTS,2020-02-21,0.55,0.747,79.98,2020-02-21
Taiwan,2382.8,friends,BTS,2020-02-21,0.55,0.747,79.98,2020-02-21
Global,1104.85,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
USA,540.1500000000002,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
UK,152.8,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Argentina,519.55,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Austria,104,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Australia,332.6,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Belgium,128.8,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Brazil,241.6,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Canada,458.85,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Chile,548.9499999999998,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Colombia,410.9,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Costa Rica,522.8000000000002,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Germany,196.8,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Denmark,80.80000000000003,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Ecuador,394.5,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Spain,32,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Finland,350.40000000000015,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Indonesia,5636,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Ireland,11.2,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Italy,1.6,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Mexico,225.6,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Malaysia,11087.249999999998,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Netherlands,4,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Norway,108,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
New Zealand,300.4,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Peru,1074.05,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Philippines,2741.95,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Poland,656.6,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Portugal,497.00000000000006,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Sweden,84.80000000000003,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Singapore,10779.8,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Turkey,610.3499999999998,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Taiwan,6109,idol,BTS,2018-08-24,0.7340000000000001,0.855,126.035,2018-08-24
Global,585.15,moon,BTS,2020-02-21,0.703,0.6459999999999999,141.87,2020-02-21
USA,383.35,moon,BTS,2020-02-21,0.703,0.6459999999999999,141.87,2020-02-21
UK,51.2,moon,BTS,2020-02-21,0.703,0.6459999999999999,141.87,2020-02-21
Argentina,57.6,moon,BTS,2020-02-21,0.703,0.6459999999999999,141.87,2020-02-21
Brazil,2.4000000000000004,moon,BTS,2020-02-21,0.703,0.6459999999999999,141.87,2020-02-21
Canada,178.4,moon,BTS,2020-02-21,0.703,0.6459999999999999,141.87,2020-02-21
Chile,49.6,moon,BTS,2020-02-21,0.703,0.6459999999999999,141.87,2020-02-21
Colombia,41.6,moon,BTS,2020-02-21,0.703,0.6459999999999999,141.87,2020-02-21
Costa Rica,30.4,moon,BTS,2020-02-21,0.703,0.6459999999999999,141.87,2020-02-21
Ecuador,21.6,moon,BTS,2020-02-21,0.703,0.6459999999999999,141.87,2020-02-21
Finland,72.80000000000003,moon,BTS,2020-02-21,0.703,0.6459999999999999,141.87,2020-02-21
Indonesia,1242,moon,BTS,2020-02-21,0.703,0.6459999999999999,141.87,2020-02-21
Malaysia,2597.85,moon,BTS,2020-02-21,0.703,0.6459999999999999,141.87,2020-02-21
Peru,172.7,moon,BTS,2020-02-21,0.703,0.6459999999999999,141.87,2020-02-21
Philippines,1078.4,moon,BTS,2020-02-21,0.703,0.6459999999999999,141.87,2020-02-21
Poland,122.4,moon,BTS,2020-02-21,0.703,0.6459999999999999,141.87,2020-02-21
Portugal,33.6,moon,BTS,2020-02-21,0.703,0.6459999999999999,141.87,2020-02-21
Singapore,2066,moon,BTS,2020-02-21,0.703,0.6459999999999999,141.87,2020-02-21
Taiwan,1821.9,moon,BTS,2020-02-21,0.703,0.6459999999999999,141.87,2020-02-21
Global,366.35,outro : ego,BTS,2020-02-21,0.8079999999999999,0.903,116.988,2020-02-21
USA,212.4,outro : ego,BTS,2020-02-21,0.8079999999999999,0.903,116.988,2020-02-21
Canada,27.20000000000001,outro : ego,BTS,2020-02-21,0.8079999999999999,0.903,116.988,2020-02-21
Finland,35.2,outro : ego,BTS,2020-02-21,0.8079999999999999,0.903,116.988,2020-02-21
Indonesia,704.5,outro : ego,BTS,2020-02-21,0.8079999999999999,0.903,116.988,2020-02-21
Malaysia,1458.45,outro : ego,BTS,2020-02-21,0.8079999999999999,0.903,116.988,2020-02-21
Peru,72.80000000000003,outro : ego,BTS,2020-02-21,0.8079999999999999,0.903,116.988,2020-02-21
Philippines,578.75,outro : ego,BTS,2020-02-21,0.8079999999999999,0.903,116.988,2020-02-21
Singapore,1046.55,outro : ego,BTS,2020-02-21,0.8079999999999999,0.903,116.988,2020-02-21
Taiwan,571,outro : ego,BTS,2020-02-21,0.8079999999999999,0.903,116.988,2020-02-21
Global,423.4,love maze,BTS,2018-05-18,0.636,0.8759999999999999,149.93200000000004,2018-05-18
USA,296,love maze,BTS,2018-05-18,0.636,0.8759999999999999,149.93200000000004,2018-05-18
Argentina,61.6,love maze,BTS,2018-05-18,0.636,0.8759999999999999,149.93200000000004,2018-05-18
Australia,176,love maze,BTS,2018-05-18,0.636,0.8759999999999999,149.93200000000004,2018-05-18
Brazil,12.8,love maze,BTS,2018-05-18,0.636,0.8759999999999999,149.93200000000004,2018-05-18
Canada,224,love maze,BTS,2018-05-18,0.636,0.8759999999999999,149.93200000000004,2018-05-18
Chile,76.8,love maze,BTS,2018-05-18,0.636,0.8759999999999999,149.93200000000004,2018-05-18
Colombia,44.8,love maze,BTS,2018-05-18,0.636,0.8759999999999999,149.93200000000004,2018-05-18
Costa Rica,81.60000000000002,love maze,BTS,2018-05-18,0.636,0.8759999999999999,149.93200000000004,2018-05-18
Ecuador,52.8,love maze,BTS,2018-05-18,0.636,0.8759999999999999,149.93200000000004,2018-05-18
Indonesia,2766.1,love maze,BTS,2018-05-18,0.636,0.8759999999999999,149.93200000000004,2018-05-18
Malaysia,3413.2499999999995,love maze,BTS,2018-05-18,0.636,0.8759999999999999,149.93200000000004,2018-05-18
New Zealand,143.2,love maze,BTS,2018-05-18,0.636,0.8759999999999999,149.93200000000004,2018-05-18
Peru,219.2,love maze,BTS,2018-05-18,0.636,0.8759999999999999,149.93200000000004,2018-05-18
Philippines,1612.8,love maze,BTS,2018-05-18,0.636,0.8759999999999999,149.93200000000004,2018-05-18
Poland,264.15,love maze,BTS,2018-05-18,0.636,0.8759999999999999,149.93200000000004,2018-05-18
Portugal,267.45,love maze,BTS,2018-05-18,0.636,0.8759999999999999,149.93200000000004,2018-05-18
Singapore,2655.3,love maze,BTS,2018-05-18,0.636,0.8759999999999999,149.93200000000004,2018-05-18
Turkey,210.1,love maze,BTS,2018-05-18,0.636,0.8759999999999999,149.93200000000004,2018-05-18
Taiwan,4070.35,love maze,BTS,2018-05-18,0.636,0.8759999999999999,149.93200000000004,2018-05-18
UK,62.40000000000001,inner child,BTS,2020-02-21,0.589,0.696,134.953,2020-02-21
Argentina,65.60000000000001,inner child,BTS,2020-02-21,0.589,0.696,134.953,2020-02-21
Austria,17.6,inner child,BTS,2020-02-21,0.589,0.696,134.953,2020-02-21
Brazil,15.2,inner child,BTS,2020-02-21,0.589,0.696,134.953,2020-02-21
Chile,56.8,inner child,BTS,2020-02-21,0.589,0.696,134.953,2020-02-21
Colombia,53.6,inner child,BTS,2020-02-21,0.589,0.696,134.953,2020-02-21
Costa Rica,44,inner child,BTS,2020-02-21,0.589,0.696,134.953,2020-02-21
Ecuador,25.6,inner child,BTS,2020-02-21,0.589,0.696,134.953,2020-02-21
France,10.4,inner child,BTS,2020-02-21,0.589,0.696,134.953,2020-02-21
Peru,100.3,inner child,BTS,2020-02-21,0.589,0.696,134.953,2020-02-21
Portugal,54.40000000000001,inner child,BTS,2020-02-21,0.589,0.696,134.953,2020-02-21
Turkey,0.8,inner child,BTS,2020-02-21,0.589,0.696,134.953,2020-02-21
Global,155.7,serendipity,BTS,2018-08-24,0.34700000000000003,0.578,86.73,2018-08-24
USA,44,serendipity,BTS,2018-08-24,0.34700000000000003,0.578,86.73,2018-08-24
Argentina,63.2,serendipity,BTS,2018-08-24,0.34700000000000003,0.578,86.73,2018-08-24
Canada,38.40000000000001,serendipity,BTS,2018-08-24,0.34700000000000003,0.578,86.73,2018-08-24
Chile,54.40000000000001,serendipity,BTS,2018-08-24,0.34700000000000003,0.578,86.73,2018-08-24
Colombia,12,serendipity,BTS,2018-08-24,0.34700000000000003,0.578,86.73,2018-08-24
Costa Rica,46.40000000000001,serendipity,BTS,2018-08-24,0.34700000000000003,0.578,86.73,2018-08-24
Ecuador,20,serendipity,BTS,2018-08-24,0.34700000000000003,0.578,86.73,2018-08-24
Indonesia,1701.2500000000002,serendipity,BTS,2018-08-24,0.34700000000000003,0.578,86.73,2018-08-24
Malaysia,2295.55,serendipity,BTS,2018-08-24,0.34700000000000003,0.578,86.73,2018-08-24
Peru,84.80000000000003,serendipity,BTS,2018-08-24,0.34700000000000003,0.578,86.73,2018-08-24
Philippines,824.75,serendipity,BTS,2018-08-24,0.34700000000000003,0.578,86.73,2018-08-24
Poland,74.4,serendipity,BTS,2018-08-24,0.34700000000000003,0.578,86.73,2018-08-24
Portugal,87.55,serendipity,BTS,2018-08-24,0.34700000000000003,0.578,86.73,2018-08-24
Singapore,1433.45,serendipity,BTS,2018-08-24,0.34700000000000003,0.578,86.73,2018-08-24
Turkey,70.4,serendipity,BTS,2018-08-24,0.34700000000000003,0.578,86.73,2018-08-24
Taiwan,2005.6,serendipity,BTS,2018-08-24,0.34700000000000003,0.578,86.73,2018-08-24
Global,946.65,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
USA,811.05,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
UK,242.55,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Argentina,123.4,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Austria,131.2,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Australia,32.800000000000004,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Belgium,9.6,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Brazil,48.8,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Canada,488.65,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Switzerland,8,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Chile,133.8,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Colombia,135.20000000000002,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Costa Rica,149.60000000000005,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Germany,6.4,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Ecuador,49.6,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Finland,348.5,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
France,44.8,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Indonesia,1452.5,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Ireland,25.6,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Malaysia,2763.3500000000013,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Peru,271.40000000000003,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Philippines,1130.1,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Poland,429.35,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Portugal,186.05,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Singapore,2061.7,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Turkey,87.20000000000002,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Taiwan,1740,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21
Global,1257.15,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
USA,790.8,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
UK,278.75,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Argentina,157,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Austria,171.2,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Australia,143.20000000000005,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Belgium,13.6,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Brazil,66.4,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Canada,572.0999999999998,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Switzerland,44.8,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Chile,210.8,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Colombia,205.35,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Costa Rica,230.9,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Germany,24.8,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Ecuador,94.8,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Finland,361.45,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
France,59.2,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Indonesia,3853.2499999999986,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Ireland,43.2,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Mexico,36,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Malaysia,11555.499999999998,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Netherlands,9.6,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
New Zealand,38.40000000000001,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Peru,472.3,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Philippines,1720.8,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Poland,395.1,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Portugal,270.7,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Singapore,4258.65,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Turkey,204.8,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Taiwan,3374.8,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21
Global,1501.65,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
USA,1063.75,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
UK,403.5,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Argentina,506.05,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Austria,269.05,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Australia,495.85,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Belgium,131.2,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Brazil,296.85,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Canada,896.15,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Switzerland,26.4,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Chile,309.9,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Colombia,573.9,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Costa Rica,587,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Germany,107.20000000000002,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Denmark,122.4,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Ecuador,509.2,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Spain,45.6,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Finland,574.1,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
France,43.2,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Indonesia,7091.999999999999,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Ireland,91.2,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Italy,9.6,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Mexico,183.15,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Malaysia,10060.049999999996,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Netherlands,75.2,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Norway,110.4,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
New Zealand,431.5,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Peru,1087.15,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Philippines,4463.8,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Poland,891.25,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Portugal,518.1,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Sweden,127.20000000000002,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Singapore,8082.55,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Turkey,317.85,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Taiwan,7821.000000000003,make it right,BTS,2019-04-12,0.638,0.703,105.766,2019-04-12
Global,4054.4,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
USA,2095.8,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
UK,675.95,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Argentina,391.05,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Austria,550.5,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Australia,528.8000000000002,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Belgium,258.4,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Brazil,585.6,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Canada,1793.2999999999995,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Switzerland,276,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Chile,425.75,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Colombia,733.0500000000003,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Costa Rica,552.55,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
