Country,Popularity,Title,Artist,Release_date,danceability,energy,tempo,release_date,year,month
USA,28370.500000000004,falling,Trevor Daniel,2020-03-26,0.784,0.43,127.087,2020-03-26,2020,3
USA,1168.7,drunk face,Machine Gun Kelly,2020-09-25,0.691,0.77,90.024,2020-09-25,2020,9
USA,23737.15,life is good,Future - Drake,2020-05-15,0.795,0.574,142.053,2020-05-15,2020,5
USA,7024.350000000002,good news,Mac Miller,2020-01-17,0.794,0.32,174.088,2020-01-17,2020,1
USA,10109.750000000002,stunnin,Curtis Waters - Harm Franklin,2020-05-19,0.885,0.685,99.954,2020-05-19,2020,5
USA,111.20000000000002,birthday,Anne-Marie,2020-02-07,0.609,0.785,151.995,2020-02-07,2020,2
USA,1316.6,repeat after me,The Weeknd,2020-03-20,0.555,0.619,95.032,2020-03-20,2020,3
USA,872.75,sasuke,Lil Uzi Vert,2020-04-24,0.8590000000000001,0.477,145.97899999999996,2020-04-24,2020,4
USA,8792.05,heatin up,Lil Baby - Gunna,2020-02-28,0.7879999999999999,0.436,129.847,2020-02-28,2020,2
USA,3923.5000000000014,how you like that,BLACKPINK,2020-06-26,0.828,0.782,130.013,2020-06-26,2020,6
USA,178.65,10 f*cks,Tory Lanez - Mansa,2020-04-10,0.7090000000000001,0.562,88.027,2020-04-10,2020,4
USA,309.95,nasty girl / on camera,Gunna,2020-05-22,0.598,0.472,120.08,2020-05-22,2020,5
USA,76,tommy lee  - remix,Tyla Yaweh - SAINt JHN - Post Malone,2020-08-28,0.504,0.597,117.974,2020-08-28,2020,8
USA,135.2,respect,BTS,2020-02-21,0.6609999999999999,0.84,91.457,2020-02-21,2020,2
USA,1070.8000000000004,lock it up,Eminem - Anderson .Paak,2020-01-17,0.848,0.745,137.024,2020-01-17,2020,1
USA,213.35,everybody business,Kehlani,2020-05-08,0.43,0.703,45.78,2020-05-08,2020,5
USA,414.3,daechwita,Agust D,2020-05-22,0.65,0.8270000000000001,144.995,2020-05-22,2020,5
USA,6298.450000000003,believe it,PARTYNEXTDOOR - Rihanna,2020-03-27,0.43,0.7,158.373,2020-03-27,2020,3
USA,636.65,money spread,Lil Uzi Vert - Young Nudy,2020-03-13,0.778,0.618,135.879,2020-03-13,2020,3
USA,4562.9000000000015,tell me u luv me,Juice WRLD - Trippie Redd,2020-05-29,0.609,0.757,128.02200000000002,2020-05-29,2020,5
USA,7663.200000000003,my exs best friend,Machine Gun Kelly - blackbear,2020-09-25,0.731,0.675,124.939,2020-09-25,2020,9
USA,1180.5,surf,Mac Miller,2020-01-17,0.828,0.182,147.279,2020-01-17,2020,1
USA,451.9,si ella sale,Bad Bunny,2020-05-10,0.8690000000000001,0.727,147.967,2020-05-10,2020,5
USA,179.20000000000005,no judgement,Niall Horan,2020-03-13,0.723,0.726,100.051,2020-03-13,2020,3
USA,2090.3,hoax,Taylor Swift,2020-07-24,0.662,0.181,118.819,2020-07-24,2020,7
USA,475.55,champion,DaBaby,2020-04-17,0.828,0.5379999999999999,145.071,2020-04-17,2020,4
USA,521.9000000000002,in your eyes  - remix,The Weeknd - Doja Cat,2020-05-21,0.679,0.731,99.984,2020-05-21,2020,5
USA,548.7,codeine,NAV - Gunna,2020-05-08,0.969,0.604,126.988,2020-05-08,2020,5
USA,12178.15,sum 2 prove,Lil Baby,2020-02-28,0.8270000000000001,0.552,124.011,2020-02-28,2020,2
USA,2576.3,practice,DaBaby,2020-08-04,0.8490000000000001,0.536,141.964,2020-08-04,2020,8
USA,309.35,chromatica i,Lady Gaga,2020-05-29,0.231,0.457,65.827,2020-05-29,2020,5
USA,259.85,el manual,Anuel AA,2020-05-29,0.843,0.845,126.989,2020-05-29,2020,5
USA,3913.4,illicit affairs,Taylor Swift,2020-07-24,0.5589999999999999,0.31,119.845,2020-07-24,2020,7
USA,530.95,all in,Lil Baby,2020-04-23,0.836,0.649,95.084,2020-04-23,2020,4
USA,2009.2,daylight,Joji - Diplo,2020-08-06,0.528,0.7490000000000001,163.94400000000005,2020-08-06,2020,8
USA,7024.650000000002,after hours,The Weeknd,2020-02-19,0.6629999999999999,0.5670000000000001,108.959,2020-02-19,2020,2
USA,3616.9,homecoming,Lil Uzi Vert,2020-03-06,0.929,0.563,129.957,2020-03-06,2020,3
USA,650.3,snitches & rats,21 Savage - Metro Boomin,2020-10-02,0.607,0.371,102.481,2020-10-02,2020,10
USA,4598.700000000002,tommy lee,Tyla Yaweh - Post Malone,2020-06-12,0.457,0.621,85.359,2020-06-12,2020,6
USA,1038.95,when to say when,Drake,2020-05-01,0.41,0.82,170.718,2020-05-01,2020,5
USA,1303.8,off the table,Ariana Grande - The Weeknd,2020-10-30,0.411,0.522,88.33200000000002,2020-10-30,2020,10
USA,3226.8,rain on me,Lady Gaga - Ariana Grande,2020-05-22,0.672,0.855,123.056,2020-05-22,2020,5
USA,529,amarillo,J Balvin,2020-03-19,0.6409999999999999,0.857,122.728,2020-03-19,2020,3
USA,7565.800000000001,after hours,The Weeknd,2020-03-20,0.664,0.5720000000000001,108.959,2020-03-20,2020,3
USA,44,drown,Martin Garrix - Clinton Kane,2020-02-27,0.573,0.7390000000000001,120.077,2020-02-27,2020,2
USA,568.9,tell me why,The Kid LAROI,2020-07-17,0.6,0.723,149.881,2020-07-17,2020,7
USA,3298.9000000000005,nobodys love,Maroon 5,2020-07-24,0.486,0.5670000000000001,93.68,2020-07-24,2020,7
USA,3519.2,bean,Lil Uzi Vert - Chief Keef,2020-03-13,0.733,0.5670000000000001,75.491,2020-03-13,2020,3
USA,115.6,the truth,Kygo - Valerie Broussard,2020-05-29,0.629,0.539,109.885,2020-05-29,2020,5
USA,33.6,oh my god,Alec Benjamin,2020-02-13,0.696,0.565,156.11,2020-02-13,2020,2
USA,1018.95,juice wrld speaks from heaven - outro,Juice WRLD,2020-07-10,0.396,0.373,125.231,2020-07-10,2020,7
USA,2778,hello,Pop Smoke - A Boogie Wit da Hoodie,2020-07-20,0.905,0.647,130.97,2020-07-20,2020,7
USA,473.60000000000014,idk you yet,Alexander 23,2020-04-09,0.629,0.306,76.994,2020-04-09,2020,4
USA,4417.850000000001,commercial,Lil Baby - Lil Uzi Vert,2020-02-28,0.892,0.486,120.998,2020-02-28,2020,2
USA,194.8,morado,J Balvin,2020-03-19,0.885,0.68,97.003,2020-03-19,2020,3
USA,509.1,if i were u,blackbear - Lauv,2020-08-21,0.6659999999999999,0.628,82.992,2020-08-21,2020,8
USA,3.2,bad child,Tones And I,2020-03-11,0.7559999999999999,0.5539999999999999,117.992,2020-03-11,2020,3
USA,111.05,changes,Lauv,2020-01-02,0.532,0.455,148.18200000000004,2020-01-02,2020,1
USA,3817.05,up up and away,Juice WRLD,2020-07-10,0.6609999999999999,0.665,75.059,2020-07-10,2020,7
USA,75589.30000000003,rockstar,DaBaby - Roddy Ricch,2020-04-17,0.746,0.69,89.977,2020-04-17,2020,4
USA,173.85,secret,21 Savage - Summer Walker,2020-04-17,0.727,0.496,130.061,2020-04-17,2020,4
USA,669.7,said n done,21 Savage - Metro Boomin,2020-10-02,0.775,0.5660000000000001,160.351,2020-10-02,2020,10
USA,9921.45,wolves,Big Sean - Post Malone,2020-09-04,0.7240000000000001,0.675,160.048,2020-09-04,2020,9
USA,31101.999999999985,for the night,Pop Smoke - Lil Baby - DaBaby,2020-07-03,0.823,0.586,125.971,2020-07-03,2020,7
USA,547.45,hallucinate,Dua Lipa,2020-03-27,0.627,0.69,122.053,2020-03-27,2020,3
USA,1891.8,unaccommodating,Eminem - Young M.A,2020-01-17,0.852,0.752,89.95,2020-01-17,2020,1
USA,886.55,pa romperla,Bad Bunny - Don Omar,2020-05-10,0.772,0.83,94.011,2020-05-10,2020,5
USA,204.25,addys,Gunna - Nechie,2020-05-22,0.883,0.631,150.015,2020-05-22,2020,5
USA,169.15,freedom,Kygo - Zak Abel,2020-04-17,0.715,0.635,112.887,2020-04-17,2020,4
USA,423.65,ju$t,Run The Jewels - Zack De La Rocha - Pharrell Williams,2020-06-03,0.68,0.501,132.416,2020-06-03,2020,6
USA,138.6,funny,Zedd - Jasmine Thompson,2020-07-16,0.664,0.66,99.946,2020-07-16,2020,7
USA,484.75000000000006,lonely,Machine Gun Kelly,2020-09-25,0.455,0.728,165.94799999999995,2020-09-25,2020,9
USA,375.4,hard to choose one,Future,2020-05-15,0.884,0.436,119.013,2020-05-15,2020,5
USA,5534.800000000002,walk em down,NLE Choppa - Roddy Ricch,2020-08-10,0.867,0.7440000000000001,84.005,2020-08-10,2020,8
USA,3062.9999999999995,e-girls are ruining my life!,CORPSE - Savage Ga$p,2020-09-25,0.614,0.937,84.98,2020-09-25,2020,9
USA,1041.8,my dawg,21 Savage - Metro Boomin,2020-10-02,0.831,0.532,140.105,2020-10-02,2020,10
USA,2402.7,venetia,Lil Uzi Vert,2020-03-06,0.775,0.757,142.933,2020-03-06,2020,3
USA,319.65,losses,Lil Tjay,2020-10-30,0.848,0.457,100.018,2020-10-30,2020,10
USA,1451.75,woods,Mac Miller,2020-01-17,0.779,0.362,85.01100000000002,2020-01-17,2020,1
USA,808.95,stepdad,Eminem,2020-01-17,0.779,0.805,145.68,2020-01-17,2020,1
USA,2956.8,i want it,Juice WRLD,2020-07-10,0.28800000000000003,0.638,66.42399999999999,2020-07-10,2020,7
USA,347.25,cayendo,Frank Ocean,2020-04-03,0.35,0.12,68.995,2020-04-03,2020,4
USA,769.15,i can show you,Lil Uzi Vert,2020-03-13,0.8170000000000001,0.6559999999999999,139.915,2020-03-13,2020,3
USA,88.80000000000004,no me ame,Rvssian - Anuel AA - Juice WRLD,2020-04-17,0.68,0.7659999999999999,160.095,2020-04-17,2020,4
USA,10276.2,lo mein,Lil Uzi Vert,2020-03-06,0.855,0.6759999999999999,133.082,2020-03-06,2020,3
USA,32,be happy,Dixie D’Amelio,2020-06-26,0.723,0.6579999999999999,86.985,2020-06-26,2020,6
USA,190.45,timeless interlude,Bryson Tiller,2020-10-02,0.467,0.429,148.53,2020-10-02,2020,10
USA,4222.35,stay high,Juice WRLD,2020-07-10,0.745,0.5,76.968,2020-07-10,2020,7
USA,85.85,moonlight,Agust D,2020-05-22,0.6890000000000001,0.7290000000000001,97.057,2020-05-22,2020,5
USA,4136.8,take you dancing,Jason Derulo,2020-07-22,0.789,0.711,112.985,2020-07-22,2020,7
USA,1174.1,está cabrón ser yo,Bad Bunny - Anuel AA,2020-02-28,0.81,0.8540000000000001,154.083,2020-02-28,2020,2
USA,124.1,nothing less,PARTYNEXTDOOR,2020-03-27,0.612,0.304,119.879,2020-03-27,2020,3
USA,776.85,hate the way,G-Eazy - blackbear,2020-10-16,0.569,0.865,82.01100000000002,2020-10-16,2020,10
USA,3693.950000000001,i do it,Lil Wayne - Big Sean - Lil Baby,2020-01-31,0.804,0.528,138.005,2020-01-31,2020,1
USA,1004.95,modern loneliness,Lauv,2020-02-20,0.7020000000000001,0.508,82.008,2020-02-20,2020,2
USA,4328.8,save your tears,The Weeknd,2020-03-20,0.68,0.826,118.051,2020-03-20,2020,3
USA,1358.6,my window,YoungBoy Never Broke Again - Lil Wayne,2020-09-11,0.778,0.662,149.935,2020-09-11,2020,9
USA,636.3,back to the streets,Saweetie - Jhené Aiko,2020-10-23,0.865,0.792,101.985,2020-10-23,2020,10
USA,817.95,me gusta,Anitta - Myke Towers - Cardi B,2020-09-18,0.91,0.604,110.075,2020-09-18,2020,9
USA,200.35,en casita,Bad Bunny - Gabriela,2020-05-10,0.779,0.764,158.093,2020-05-10,2020,5
USA,23056,myron,Lil Uzi Vert,2020-03-13,0.7709999999999999,0.654,155.047,2020-03-13,2020,3
USA,7603.7,mr. right now,21 Savage - Metro Boomin - Drake,2020-10-02,0.647,0.667,172.08,2020-10-02,2020,10
USA,356.95,forever,Lil Baby - Lil Wayne,2020-02-28,0.619,0.6679999999999999,76.514,2020-02-28,2020,2
USA,105.4,split decision,PARTYNEXTDOOR,2020-03-27,0.38,0.274,178.02700000000004,2020-03-27,2020,3
USA,6360.350000000002,no time to die,Billie Eilish,2020-02-13,0.38,0.219,73.53699999999998,2020-02-13,2020,2
USA,16,no shame,5 Seconds of Summer,2020-03-27,0.5760000000000001,0.807,90.932,2020-03-27,2020,3
USA,21037,p2,Lil Uzi Vert,2020-03-06,0.775,0.72,155.086,2020-03-06,2020,3
USA,378.75,never change,Trippie Redd - Future,2020-10-30,0.345,0.7490000000000001,154.984,2020-10-30,2020,10
USA,278.2,1000 doves,Lady Gaga,2020-05-29,0.6679999999999999,0.826,122.973,2020-05-29,2020,5
USA,216.85,eight,IU - SUGA,2020-05-06,0.6759999999999999,0.8690000000000001,120.029,2020-05-06,2020,5
USA,302.1,people you know,Selena Gomez,2020-01-10,0.695,0.62,150.032,2020-01-10,2020,1
USA,289.45,interlude : shadow,BTS,2020-02-21,0.385,0.7979999999999999,149.756,2020-02-21,2020,2
USA,1648.0500000000006,live off my closet,Lil Baby - Future,2020-02-28,0.807,0.6779999999999999,147.004,2020-02-28,2020,2
USA,114.15,its a raid,Ozzy Osbourne - Post Malone,2020-02-21,0.472,0.996,117.004,2020-02-21,2020,2
USA,2197.35,snowchild,The Weeknd,2020-03-20,0.55,0.611,148.062,2020-03-20,2020,3
USA,12210.05,conversations,Juice WRLD,2020-07-10,0.747,0.622,159.93,2020-07-10,2020,7
USA,397.8,thug love,A Boogie Wit da Hoodie,2020-02-14,0.54,0.643,178.125,2020-02-14,2020,2
USA,121.05,queen of broken hearts,blackbear,2020-07-10,0.716,0.711,97.016,2020-07-10,2020,7
USA,359.54999999999984,we are bulletproof : the eternal,BTS,2020-02-21,0.526,0.575,84.04700000000003,2020-02-21,2020,2
USA,742.8499999999997,rip luv,21 Savage - Metro Boomin,2020-10-02,0.63,0.399,183.016,2020-10-02,2020,10
USA,210.75,on track,Tame Impala,2020-02-14,0.388,0.648,163.861,2020-02-14,2020,2
USA,2612.7,alone again,The Weeknd,2020-03-20,0.218,0.652,65.375,2020-03-20,2020,3
USA,830.35,no opp left behind,21 Savage - Metro Boomin,2020-10-02,0.823,0.703,178.043,2020-10-02,2020,10
USA,11719.350000000002,un dia,J Balvin - Tainy - Dua Lipa - Bad Bunny,2020-07-24,0.5710000000000001,0.693,168.169,2020-07-24,2020,7
USA,1105.35,the other side,SZA - Justin Timberlake,2020-02-26,0.76,0.607,105.979,2020-02-26,2020,2
USA,1210.85,tell me why,The Kid LAROI,2020-07-24,0.6,0.723,149.881,2020-07-24,2020,7
USA,976.05,premonition - intro,Eminem,2020-01-17,0.847,0.637,165.979,2020-01-17,2020,1
USA,196.95,up the river,Future,2020-05-15,0.79,0.569,86.01100000000002,2020-05-15,2020,5
USA,5117.949999999999,blood on my jeans,Juice WRLD,2020-07-10,0.868,0.55,117.943,2020-07-10,2020,7
USA,434.65,ridin strikers,Future,2020-05-15,0.595,0.534,162.066,2020-05-15,2020,5
USA,1117.15,might not give up,A Boogie Wit da Hoodie - Young Thug,2020-02-14,0.687,0.5920000000000001,178.83,2020-02-14,2020,2
USA,8364,my exs best friend,Machine Gun Kelly - blackbear,2020-08-07,0.728,0.685,124.934,2020-08-07,2020,8
USA,412.95000000000016,ring,Selena Gomez,2020-01-10,0.873,0.51,110.953,2020-01-10,2020,1
USA,2293,gimme love,Joji,2020-04-16,0.482,0.631,126.576,2020-04-16,2020,4
USA,2361.3,too late,The Weeknd,2020-03-20,0.638,0.863,120.077,2020-03-20,2020,3
USA,1072.3,got the guap,Lil Uzi Vert - Young Thug,2020-03-13,0.8370000000000001,0.601,142.977,2020-03-13,2020,3
USA,1243.85,trillionaire,Future - YoungBoy Never Broke Again,2020-05-15,0.768,0.526,139.999,2020-05-15,2020,5
USA,6382.4,franchise,Travis Scott - Young Thug - M.I.A.,2020-09-25,0.835,0.6990000000000001,154.981,2020-09-25,2020,9
USA,132.45,too much,Marshmello - Imanbek - Usher,2020-10-23,0.7120000000000001,0.8909999999999999,126.012,2020-10-23,2020,10
USA,119.6,levitating,Dua Lipa - Madonna - Missy Elliott - The Blessed Madonna,2020-08-13,0.8079999999999999,0.655,116.029,2020-08-13,2020,8
USA,181.2,rockstar bikers & chains,Gunna,2020-05-22,0.89,0.564,120.029,2020-05-22,2020,5
USA,453.55,enigma,Lady Gaga,2020-05-29,0.669,0.804,116.001,2020-05-29,2020,5
USA,276.5,ashley,Halsey,2020-01-17,0.6629999999999999,0.531,125.014,2020-01-17,2020,1
USA,12796.05,go,The Kid LAROI - Juice WRLD,2020-07-24,0.487,0.74,73.779,2020-07-24,2020,7
USA,8642.300000000003,lose you to love me,Selena Gomez,2020-01-10,0.488,0.343,102.819,2020-01-10,2020,1
USA,407.15,man i is,Logic,2020-07-24,0.754,0.778,74.999,2020-07-24,2020,7
USA,175.55,next to you,Bryson Tiller,2020-10-02,0.639,0.439,141.408,2020-10-02,2020,10
USA,12441.450000000004,boss bitch,Doja Cat,2020-01-23,0.7070000000000001,0.955,125.989,2020-01-23,2020,1
USA,245.6,at least for now,Justin Bieber,2020-02-14,0.375,0.304,83.83200000000002,2020-02-14,2020,2
USA,356.6,time,Childish Gambino - Ariana Grande,2020-03-22,0.621,0.5379999999999999,85.977,2020-03-22,2020,3
USA,60.8,wrong direction,Hailee Steinfeld,2020-01-01,0.378,0.388,72.293,2020-01-01,2020,1
USA,2014,you better move,Lil Uzi Vert,2020-03-06,0.8420000000000001,0.556,118.836,2020-03-06,2020,3
USA,279.04999999999995,ronca freestyle,Bad Bunny,2020-05-10,0.856,0.6559999999999999,90.041,2020-05-10,2020,5
USA,4393.799999999998,seven,Taylor Swift,2020-07-24,0.596,0.488,94.926,2020-07-24,2020,7
USA,2988.5,the climb back,J. Cole,2020-07-22,0.61,0.569,81.40899999999998,2020-07-22,2020,7
USA,1156.6,racks 2 skinny,Migos,2020-05-11,0.8140000000000001,0.584,141.016,2020-05-11,2020,5
USA,153.7,pricey & spicy,Tory Lanez,2020-04-10,0.506,0.665,149.872,2020-04-10,2020,4
USA,1760.4499999999994,diamonds,Sam Smith,2020-09-17,0.653,0.667,104.181,2020-09-17,2020,9
USA,4086.6,be something,Polo G - Lil Baby,2020-05-15,0.8290000000000001,0.52,136.10299999999998,2020-05-15,2020,5
USA,18985.099999999988,lemonade,Internet Money - Gunna - Don Toliver - NAV,2020-08-28,0.8,0.6579999999999999,140.042,2020-08-28,2020,8
USA,1088.15,"the man, the myth, the legend - interlude",Juice WRLD,2020-07-10,0.667,0.447,83.53399999999998,2020-07-10,2020,7
USA,3623.800000000001,prices,Lil Uzi Vert,2020-03-06,0.7859999999999999,0.6829999999999999,126.002,2020-03-06,2020,3
USA,7.2,sweet & sour,Jawsh 685 - Lauv - Tyga,2020-09-04,0.8270000000000001,0.73,95.003,2020-09-04,2020,9
USA,1850.85,ignorantes,Bad Bunny - Sech,2020-02-14,0.85,0.536,96.029,2020-02-14,2020,2
USA,19696.05,21,Polo G,2020-05-15,0.7829999999999999,0.479,176.02700000000004,2020-05-15,2020,5
USA,57327.39999999996,blinding lights,The Weeknd,2020-03-20,0.514,0.73,171.005,2020-03-20,2020,3
USA,294.25,motw,Gunna,2020-05-22,0.8690000000000001,0.568,111.994,2020-05-22,2020,5
USA,31093.849999999984,toosie slide,Drake,2020-05-01,0.83,0.49,81.604,2020-05-01,2020,5
USA,460.25000000000006,pretty please,Dua Lipa,2020-03-27,0.906,0.474,106.976,2020-03-27,2020,3
USA,134.3,stay gold,BTS,2020-06-19,0.7240000000000001,0.631,129.019,2020-06-19,2020,6
USA,7412.350000000001,runnin,21 Savage - Metro Boomin,2020-10-02,0.8190000000000001,0.626,143.01,2020-10-02,2020,10
USA,1027.5,stupid love,Lady Gaga,2020-05-29,0.68,0.825,117.987,2020-05-29,2020,5
USA,103.45,me & you together song,The 1975,2020-01-16,0.272,0.763,107.388,2020-01-16,2020,1
USA,1382.9,secure the bag,Lil Uzi Vert,2020-03-06,0.8029999999999999,0.7190000000000001,129.945,2020-03-06,2020,3
USA,377.55,posthumous forgiveness,Tame Impala,2020-02-14,0.3670000000000001,0.613,153.97799999999995,2020-02-14,2020,2
USA,184,brooklyn bridge to chorus,The Strokes,2020-04-10,0.628,0.5710000000000001,119.894,2020-04-10,2020,4
USA,9114.850000000002,baby pluto,Lil Uzi Vert,2020-03-06,0.772,0.634,160.05200000000005,2020-03-06,2020,3
USA,2832.7,hardest to love,The Weeknd,2020-03-20,0.467,0.608,80.957,2020-03-20,2020,3
USA,2129.75,pero ya no,Bad Bunny,2020-02-28,0.882,0.612,147.982,2020-02-28,2020,2
USA,4886.6,tkn,ROSALÍA - Travis Scott,2020-05-28,0.7759999999999999,0.509,94.634,2020-05-28,2020,5
USA,1627.8000000000006,dakiti,Bad Bunny - Jhay Cortez,2020-10-30,0.731,0.573,109.928,2020-10-30,2020,10
USA,21799.45,chicago freestyle,Drake - Giveon,2020-05-01,0.735,0.449,122.947,2020-05-01,2020,5
USA,219.2,finally // beautiful stranger,Halsey,2020-01-17,0.626,0.55,133.976,2020-01-17,2020,1
USA,510,lost in yesterday,Tame Impala,2020-01-08,0.569,0.84,183.05900000000003,2020-01-08,2020,1
USA,2411.3,celebration station,Lil Uzi Vert,2020-03-06,0.748,0.7709999999999999,142.086,2020-03-06,2020,3
USA,460.80000000000007,relación - remix,Sech - Daddy Yankee - J Balvin - ROSALÍA - Farruko,2020-09-04,0.7929999999999999,0.7709999999999999,171.94299999999996,2020-09-04,2020,9
USA,186.15,tonight,The 1975,2020-05-22,0.496,0.444,172.108,2020-05-22,2020,5
USA,85,s.o.t.l.,Ludacris - Lil Wayne,2020-05-21,0.924,0.7659999999999999,132.06,2020-05-21,2020,5
USA,2096.4,bet you wanna,BLACKPINK - Cardi B,2020-10-02,0.665,0.674,111.516,2020-10-02,2020,10
USA,15784.5,greece,DJ Khaled - Drake,2020-07-16,0.695,0.343,85.84,2020-07-16,2020,7
USA,190.75,let me get me,Selena Gomez,2020-01-10,0.826,0.5710000000000001,121.06,2020-01-10,2020,1
USA,869.25,habitual,Justin Bieber,2020-02-14,0.764,0.443,138.999,2020-02-14,2020,2
USA,3781.05,cooler than a bitch,Gunna - Roddy Ricch,2020-05-22,0.8370000000000001,0.586,117.066,2020-05-22,2020,5
USA,649.2,gp4,Logic,2020-07-24,0.809,0.684,85.009,2020-07-24,2020,7
USA,199.9,whats love got to do with it,Kygo - Tina Turner,2020-07-17,0.75,0.664,105.023,2020-07-17,2020,7
USA,635.25,ztfo,Big Sean,2020-09-04,0.72,0.542,74.977,2020-09-04,2020,9
USA,302.95,f&mu,Kehlani,2020-05-08,0.7170000000000001,0.597,77.048,2020-05-08,2020,5
USA,7637.4,sum 2 prove,Lil Baby,2020-01-10,0.823,0.552,124.038,2020-01-10,2020,1
USA,3045.8500000000013,patek,Future - Lil Uzi Vert,2020-07-30,0.8009999999999999,0.596,120.028,2020-07-30,2020,7
USA,4917.35,shotta flow 5,NLE Choppa,2020-06-12,0.8059999999999999,0.7490000000000001,140.032,2020-06-12,2020,6
USA,668.6,beautiful pain,Polo G,2020-05-15,0.597,0.477,80.382,2020-05-15,2020,5
USA,327.8,nothing compares - bonus track,The Weeknd,2020-04-03,0.524,0.5770000000000001,131.909,2020-04-03,2020,4
USA,3502.4000000000005,fighting demons,Juice WRLD,2020-07-10,0.7070000000000001,0.67,163.099,2020-07-10,2020,7
USA,112,contact,Wiz Khalifa - Tyga,2020-03-23,0.84,0.6920000000000001,100.046,2020-03-23,2020,3
USA,23246.15000000002,go crazy,Chris Brown - Young Thug,2020-05-08,0.755,0.578,94.148,2020-05-08,2020,5
USA,631.05,levitating,Dua Lipa,2020-03-27,0.695,0.884,103.014,2020-03-27,2020,3
USA,489.65,toxic,Kehlani,2020-05-08,0.653,0.453,111.737,2020-05-08,2020,5
USA,484.4,soul food ii,Logic,2020-07-24,0.457,0.909,87.412,2020-07-24,2020,7
USA,324,inner child,BTS,2020-02-21,0.589,0.696,134.953,2020-02-21,2020,2
USA,572.95,deep reverence,Big Sean - Nipsey Hussle,2020-08-25,0.662,0.861,92.047,2020-08-25,2020,8
USA,584.45,cant stop,DaBaby,2020-04-17,0.732,0.7070000000000001,140.04,2020-04-17,2020,4
USA,488.9,mama mia,Lil Wayne,2020-01-31,0.711,0.639,139.945,2020-01-31,2020,1
USA,94.35,the truth,Kygo - Valerie Broussard,2020-05-22,0.629,0.539,109.885,2020-05-22,2020,5
USA,236.4,inside friend,Leon Bridges - John Mayer,2020-04-10,0.693,0.259,88.97200000000002,2020-04-10,2020,4
USA,800.5,x,Jonas Brothers - KAROL G,2020-05-15,0.715,0.8270000000000001,117.977,2020-05-15,2020,5
USA,4886.9000000000015,invisible string,Taylor Swift,2020-07-24,0.653,0.452,83.43299999999998,2020-07-24,2020,7
USA,109.65,cry about it later,Katy Perry,2020-08-28,0.6990000000000001,0.669,125.994,2020-08-28,2020,8
USA,707.65,stain,A Boogie Wit da Hoodie - DaBaby,2020-02-14,0.816,0.754,159.07299999999995,2020-02-14,2020,2
USA,951.65,thats on me,Mac Miller,2020-01-17,0.583,0.499,155.19899999999996,2020-01-17,2020,1
USA,48.8,sugas interlude,Halsey - SUGA - BTS,2020-01-17,0.55,0.732,153.836,2020-01-17,2020,1
USA,2813.8500000000013,heart of glass,Miley Cyrus,2020-09-29,0.58,0.908,115.016,2020-09-29,2020,9
USA,404.45000000000016,get ugly,Lil Baby,2020-02-28,0.6809999999999999,0.414,148.03,2020-02-28,2020,2
USA,236,no debate,NAV - Young Thug,2020-05-08,0.857,0.654,88.015,2020-05-08,2020,5
USA,8154.199999999998,maniac,Conan Gray,2020-03-20,0.628,0.639,108.045,2020-03-20,2020,3
USA,24334.95,break my heart,Dua Lipa,2020-03-27,0.73,0.7290000000000001,113.013,2020-03-27,2020,3
USA,1280.6,six thirty,Ariana Grande,2020-10-30,0.7390000000000001,0.516,120.109,2020-10-30,2020,10
USA,36,caramelo,Ozuna,2020-09-04,0.735,0.7909999999999999,168.08700000000005,2020-09-04,2020,9
USA,10.4,blanco,J Balvin,2020-03-19,0.872,0.6920000000000001,99.982,2020-03-19,2020,3
USA,603.5999999999998,crowded room,Selena Gomez - 6LACK,2020-01-10,0.7240000000000001,0.415,89.999,2020-01-10,2020,1
USA,352.1,higher love,Kygo - Whitney Houston,2020-05-29,0.693,0.6779999999999999,103.952,2020-05-29,2020,5
USA,18349.100000000006,suicidal,YNW Melly - Juice WRLD,2020-03-13,0.655,0.441,139.957,2020-03-13,2020,3
USA,515.6,tangerine,Glass Animals,2020-08-07,0.845,0.583,149.941,2020-08-07,2020,8
USA,99.45,hawái - remix,Maluma - The Weeknd,2020-11-05,0.7659999999999999,0.7879999999999999,179.984,2020-11-05,2020,11
USA,5301.750000000001,pain 1993,Drake - Playboi Carti,2020-05-01,0.825,0.373,77.271,2020-05-01,2020,5
USA,52,share that love,Lukas Graham - G-Eazy,2020-08-21,0.715,0.6579999999999999,158.024,2020-08-21,2020,8
USA,4824.85,stupid love,Lady Gaga,2020-02-28,0.6759999999999999,0.815,117.973,2020-02-28,2020,2
USA,11570.7,24,Money Man - Lil Baby,2020-08-21,0.868,0.638,126.03,2020-08-21,2020,8
USA,2623.65,run,Joji,2020-02-06,0.447,0.72,157.892,2020-02-06,2020,2
USA,17652.250000000007,be like that - feat. swae lee & khalid,Kane Brown - Swae Lee - Khalid,2020-07-10,0.727,0.626,86.97,2020-07-10,2020,7
USA,689.9000000000003,never love again,Eminem,2020-01-17,0.747,0.899,92.029,2020-01-17,2020,1
USA,7477.599999999998,futsal shuffle 2020 - bonus track,Lil Uzi Vert,2020-03-06,0.879,0.448,136.985,2020-03-06,2020,3
USA,492.2,changes,Justin Bieber,2020-02-14,0.485,0.412,64.062,2020-02-14,2020,2
